365
7
2021-05-15, 85
2021-05-16, 46
2021-05-17, 87
2021-05-18, 97
2021-05-19, 91
2021-05-20, 73
2021-05-21, 77
2021-05-22, 77
2021-05-23, 39
2021-05-24, 65
2021-05-25, 56
2021-05-26, 76
2021-05-27, 62
2021-05-28, 65
2021-05-29, 45
2021-05-30, 46
2021-05-31, 40
2021-06-01, 38
2021-06-02, 48
2021-06-03, 48
2021-06-04, 43
2021-06-05, 39
2021-06-06, 21
2021-06-07, 17
2021-06-08, 28
2021-06-09, 33
2021-06-10, 20
2021-06-11, 36
2021-06-12, 29
2021-06-13, 18
2021-06-14, 22
2021-06-15, 22
2021-06-16, 24
2021-06-17, 12
2021-06-18, 26
2021-06-19, 18
2021-06-20, 7
2021-06-21, 13
2021-06-22, 13
2021-06-23, 18
2021-06-24, 8
2021-06-25, 7
2021-06-26, 9
2021-06-27, 8
2021-06-28, 1
2021-06-29, 8
2021-06-30, 8
2021-07-01, 7
2021-07-02, 6
2021-07-03, 6
2021-07-04, 2
2021-07-05, 2
2021-07-06, 12
2021-07-07, 6
2021-07-08, 5
2021-07-09, 3
2021-07-10, 0
2021-07-11, 0
2021-07-12, 1
2021-07-13, 2
2021-07-14, 0
2021-07-15, 1
2021-07-16, 8
2021-07-17, 5
2021-07-18, 4
2021-07-19, 2
2021-07-20, 10
2021-07-21, 12
2021-07-22, 5
2021-07-23, 3
2021-07-24, 2
2021-07-25, 7
2021-07-26, 5
2021-07-27, 7
2021-07-28, 8
2021-07-29, 9
2021-07-30, 4
2021-07-31, 8
2021-08-01, 1
2021-08-02, 3
2021-08-03, 10
2021-08-04, 15
2021-08-05, 9
2021-08-06, 15
2021-08-07, 13
2021-08-08, 5
2021-08-09, 13
2021-08-10, 18
2021-08-11, 20
2021-08-12, 18
2021-08-13, 26
2021-08-14, 16
2021-08-15, 8
2021-08-16, 21
2021-08-17, 18
2021-08-18, 24
2021-08-19, 19
2021-08-20, 17
2021-08-21, 27
2021-08-22, 17
2021-08-23, 16
2021-08-24, 26
2021-08-25, 27
2021-08-26, 44
2021-08-27, 24
2021-08-28, 38
2021-08-29, 28
2021-08-30, 20
2021-08-31, 22
2021-09-01, 55
2021-09-02, 34
2021-09-03, 50
2021-09-04, 38
2021-09-05, 23
2021-09-06, 29
2021-09-07, 50
2021-09-08, 66
2021-09-09, 58
2021-09-10, 62
2021-09-11, 44
2021-09-12, 53
2021-09-13, 36
2021-09-14, 63
2021-09-15, 58
2021-09-16, 63
2021-09-17, 90
2021-09-18, 44
2021-09-19, 60
2021-09-20, 60
2021-09-21, 36
2021-09-22, 63
2021-09-23, 44
2021-09-24, 56
2021-09-25, 62
2021-09-26, 38
2021-09-27, 31
2021-09-28, 44
2021-09-29, 65
2021-09-30, 61
2021-10-01, 48
2021-10-02, 60
2021-10-03, 37
2021-10-04, 25
2021-10-05, 33
2021-10-06, 28
2021-10-07, 53
2021-10-08, 58
2021-10-09, 37
2021-10-10, 20
2021-10-11, 18
2021-10-12, 31
2021-10-13, 24
2021-10-14, 39
2021-10-15, 33
2021-10-16, 22
2021-10-17, 34
2021-10-18, 23
2021-10-19, 23
2021-10-20, 35
2021-10-21, 44
2021-10-22, 34
2021-10-23, 22
2021-10-24, 14
2021-10-25, 15
2021-10-26, 30
2021-10-27, 35
2021-10-28, 26
2021-10-29, 12
2021-10-30, 28
2021-10-31, 32
2021-11-01, 13
2021-11-02, 31
2021-11-03, 44
2021-11-04, 33
2021-11-05, 45
2021-11-06, 40
2021-11-07, 39
2021-11-08, 36
2021-11-09, 39
2021-11-10, 34
2021-11-11, 48
2021-11-12, 50
2021-11-13, 43
2021-11-14, 43
2021-11-15, 41
2021-11-16, 42
2021-11-17, 44
2021-11-18, 39
2021-11-19, 25
2021-11-20, 50
2021-11-21, 25
2021-11-22, 31
2021-11-23, 27
2021-11-24, 46
2021-11-25, 60
2021-11-26, 51
2021-11-27, 43
2021-11-28, 22
2021-11-29, 26
2021-11-30, 61
2021-12-01, 62
2021-12-02, 63
2021-12-03, 59
2021-12-04, 70
2021-12-05, 35
2021-12-06, 69
2021-12-07, 68
2021-12-08, 44
2021-12-09, 147
2021-12-10, 87
2021-12-11, 150
2021-12-12, 106
2021-12-13, 100
2021-12-14, 199
2021-12-15, 252
2021-12-16, 308
2021-12-17, 354
2021-12-18, 308
2021-12-19, 402
2021-12-20, 387
2021-12-21, 487
2021-12-22, 670
2021-12-23, 735
2021-12-24, 859
2021-12-25, 503
2021-12-26, 428
2021-12-27, 545
2021-12-28, 857
2021-12-29, 1233
2021-12-30, 1329123123
2021-12-31, 1337
2022-01-01, 1174
2022-01-02, 500
2022-01-03, 563
2022-01-04, 797
2022-01-05, 690
2022-01-06, 826
2022-01-07, 644
2022-01-08, 685
2022-01-09, 471
2022-01-10, 391
2022-01-11, 601
2022-01-12, 482
2022-01-13, 401
2022-01-14, 434
2022-01-15, 378
2022-01-16, 379
2022-01-17, 278
2022-01-18, 196
2022-01-19, 486
2022-01-20, 466
2022-01-21, 346
2022-01-22, 368
2022-01-23, 220
2022-01-24, 99
2022-01-24, 0
